budget,revenue,runtime,vote_average,vote_count,release_date,popularity,id
25000000,0,135,7.5,35,7/22/2010,2.467618,44560
0,0,94,6.3,119,10/2/2012,4.607816,116979
0,0,103,4.2,3,1/16/2004,0.792355,66722
0,0,100,5.7,10,6/8/2005,2.469114,46280
64000,0,93,5.6,7,6/10/1970,0.592223,28733
0,0,95,6.1,20,11/9/2012,0.839771,84187
0,0,137,5.9,17,2/18/2011,1.367451,56338
0,0,108,5.9,22,1/20/2006,1.589082,64792
0,0,125,5.7,10,9/1/1972,1.36682,27116
0,0,65,4,2,1/1/1935,0.273561,43895
35000000,0,106,5.4,245,11/29/2012,13.270616,77875
0,0,79,7,3,7/24/1936,0.723765,43268
0,0,92,3.5,7,6/11/2008,1.084334,13471
0,0,109,7.8,2,1/19/2008,0.492981,36172
0,0,60,7,1,5/5/1987,0.341085,71378
40000000,41863726,95,5.4,287,12/19/2012,7.479014,82687
0,0,91,5.1,7,6/21/1968,0.896153,29722
0,0,98,6.1,49,12/14/2012,3.687905,84333
60000000,218340595,130,6.3,3046,12/20/2012,12.789812,75780
100000000,425368238,165,7.8,10297,12/25/2012,19.785025,68718
35000000,88058786,134,5.6,909,12/20/2012,11.418802,89492
0,0,132,6,1,1/1/1993,0.000151,99106
0,0,101,7.2,5,7/6/1990,1.080954,41153
0,0,95,6,15,7/30/1971,0.793676,42532
0,0,113,6.1,17,6/16/1984,3.449936,70410
0,0,90,7.7,3,5/25/1968,0.142424,64876
2000000,0,84,5.7,15,5/9/1995,0.849457,44470
0,34153101,91,6.1,58,11/9/2012,4.725759,94352
42000000,180274123,113,7,2071,9/9/2012,10.027434,80278
0,0,84,4.3,3,12/28/1964,0.151184,86778
61000000,441809770,157,7.2,1925,12/18/2012,13.52408,82695
0,0,81,5.3,10,1/21/1977,1.491001,39987
0,0,109,6.3,3,4/27/2012,0.155409,85652
0,0,105,8,3,9/28/1967,0.607573,114104
0,22930,90,6.2,96,4/20/2012,8.546197,87440
0,0,104,6.5,18,12/23/2012,0.813402,151870
0,0,88,3.5,8,3/20/2005,0.626131,44732
0,0,88,6.1,18,5/16/1997,6.985328,16315
0,0,96,4.4,6,9/25/1960,0.586262,78550
0,0,56,6.9,19,1/19/2010,0.714919,30587
20000000,610792,112,5.4,32,12/21/2012,2.688548,128270
11000000,59520298,98,6.4,141,9/8/2012,6.93228,121826
0,14567,99,4.8,71,11/30/2012,7.601525,139455
0,0,89,5.1,10,12/30/2009,0.946251,63517
0,0,103,6,14,10/15/2008,1.079873,14419
0,0,90,7.4,5,1/20/1999,0.367584,35818
0,0,74,6.7,26,6/19/1941,8.095106,22752
0,0,98,6.3,9,11/5/2010,1.31098,46564
56000,0,92,5.2,5,5/1/1979,0.969741,66745
0,0,107,5.3,3,3/17/1975,0.661863,135390
0,0,81,6.6,8,8/26/1966,1.274399,65904
0,0,83,5.2,8,8/26/2011,0.878891,89593
0,0,69,4,3,5/4/1934,0.29391,46159
0,0,87,6.6,9,12/25/1936,0.922047,27597
0,0,78,5.6,4,6/13/1939,0.978316,38727
0,0,110,7.3,4,9/11/2011,0.312795,98232
0,0,0,5,2,4/13/2005,0.590099,61658
0,0,96,7,5,1/1/2005,0.250574,43767
0,0,93,5.8,289,10/14/2012,8.332313,97051
0,0,86,7.1,27,6/20/2012,0.971157,98886
0,0,124,5.8,3,3/3/1979,0.167831,31551
0,0,83,5.5,3,11/1/1947,0.152037,242378
0,0,90,0,0,12/12/2006,0.129605,81303
0,0,97,4.8,40,10/25/2012,3.375841,118683
0,0,114,5.8,6,9/7/2011,0.931926,98932
0,0,93,4.3,14,4/22/1992,2.85339,28751
0,0,92,4,8,5/4/1990,1.24306,55952
0,0,97,4.1,8,11/14/1995,0.409937,57597
0,0,105,5.4,63,10/10/2014,11.005911,235271
0,0,95,6.8,2,7/12/1956,0.384574,50177
0,0,125,6.3,12,11/24/1999,1.582675,47953
0,0,89,0,0,,0,154792
0,0,84,4.1,5,12/31/2010,0.740885,63171
0,0,89,6.9,7,2/11/2012,0.295883,95511
0,0,102,4.2,16,6/22/1989,1.697976,22379
0,0,82,5,1,1/19/2011,0.070181,115400
0,0,118,7.1,28,10/3/2012,1.87683,130736
0,0,120,6.2,52,12/9/2007,9.267314,24446
0,0,97,5.8,354,6/6/2010,4.834304,44244
5773100,18144030,98,6.1,98,5/19/2010,4.290276,41592
0,0,91,4.4,16,6/10/1983,1.740832,48490
1750000,0,109,5.4,8,11/18/2011,0.855113,89481
0,0,93,6.2,8,9/23/2010,0.594166,73283
0,0,91,3.4,7,11/23/2003,0.593045,18038
0,0,108,5,1,2/7/1969,0.274639,161273
0,0,83,6,1,4/21/1995,0.073825,177522
0,0,93,5.4,11,7/31/2009,0.654897,30252
0,0,84,6.5,8,9/4/2011,1.298504,86819
0,0,100,6.3,81,10/14/2011,4.121133,74726
25000000,119772232,104,5.8,212,12/25/2012,11.746053,88042
0,0,83,5.6,7,4/20/2012,0.270623,104732
0,0,79,6.6,14,1/5/2011,0.823384,63147
0,0,99,6.3,257,1/23/2012,9.143819,75761
0,0,90,6.1,4,4/23/2010,0.205883,81515
0,7732325,40,7.2,20,4/8/2011,2.92387,50081
0,0,73,5.6,6,7/24/1948,0.401967,41487
0,0,89,2,1,9/23/2011,0.458737,83479
0,0,88,7,13,11/30/2011,2.242117,81899
300000,0,82,0,0,6/1/2012,0.008235,100532
0,0,120,5.5,3,6/22/2011,0.158129,100825
0,273747,119,6.8,33,5/24/2012,2.24163,124067
0,6842058,94,5.9,294,9/21/2012,8.031713,134597
0,0,102,0,0,11/8/2008,0.159569,125136
0,0,93,4.9,17,9/24/2012,2.261326,99223
0,0,78,4.3,14,10/26/2011,5.928982,86304
0,0,60,0,0,11/17/1993,0,288109
0,0,90,5,1,4/27/2012,0.327944,105790
0,0,75,7.1,7,12/8/2011,0.358534,98065
0,0,85,5.9,12,10/14/2011,0.471995,85549
0,0,91,7.2,5,9/10/2001,1.373713,237983
0,0,92,4.8,5,6/13/1986,0.863445,27408
0,0,101,5.5,22,6/10/2007,1.448735,20224
0,0,96,5.3,4,12/7/2012,0.739621,106344
0,0,95,8.4,5,9/10/1959,0.791655,94135
0,0,79,6.3,2,8/30/1940,0.165246,77775
0,0,0,7,1,3/31/2010,0.256054,72678
0,0,86,4.7,3,3/1/2004,0.111031,57307
0,0,86,5.9,29,11/25/2009,1.868374,35436
8000000,0,94,4.8,56,6/7/2012,3.777176,112304
0,61700000,134,7.2,174,8/25/2012,7.916658,127533
0,0,400,6.7,36,9/3/2000,3.445547,193380
0,0,85,5.9,85,3/10/2012,10.855439,97605
0,0,94,3.5,3,1/1/2008,0.186992,115241
0,0,84,4.8,38,5/18/2012,2.345532,104155
0,0,210,6.5,11,3/11/1958,2.898182,4412
0,0,105,5.6,4,8/14/1952,0.278476,132654
0,0,88,0,0,8/13/1942,0.796132,98262
0,0,0,0,0,12/14/2002,0.01526,172413
0,0,60,0,0,1/1/2001,0.001177,288128
0,0,150,6,2,5/24/1975,0.041681,44165
0,0,101,6.6,5,11/12/2010,0.439923,50021
15000000,8138788,106,6,246,9/23/2012,7.06378,133694
0,0,97,5.6,5,1/1/2005,0.485409,91795
2000000,0,102,5.5,16,8/8/2012,1.462095,122044
0,0,,0,0,,0.000127,139909
0,0,90,7,6,1/1/1974,0.65365,33303
400000,0,94,6.7,24,2/18/1970,8.219562,4910
0,0,89,5.9,17,1/1/2008,0.985408,20513
0,0,110,0,0,9/23/1991,0.414982,169836
0,0,98,6.1,10,5/12/2010,0.915893,51511
500000,0,94,5.7,21,4/1/2011,1.169235,71208
0,0,91,7.5,4,1/1/1975,0.708985,34905
0,0,99,4.9,21,6/20/2011,1.690488,103516
0,0,85,4.1,7,6/3/2010,0.585417,76421
0,0,0,8,1,11/1/2009,0.080713,69162
3730500,6294161,112,5.7,110,9/11/2012,5.311336,116613
2840000,11620000,133,7.3,68,9/14/2012,3.611437,118628
0,0,112,7,19,3/20/2009,1.525928,38010
0,0,90,6.3,8,8/17/2008,1.676586,324173
0,0,80,7.5,16,3/11/1992,1.034057,36257
0,0,43,6.8,9,11/1/2005,0.843314,100450
0,0,123,6.4,7,4/25/1947,1.086187,87531
0,0,88,6.1,4,2/2/1972,1.268148,102699
0,0,93,5.9,28,12/26/2012,2.779704,151826
0,0,105,4.8,6,10/12/2012,0.889662,134132
0,0,30,6.1,34,1/1/1994,1.838661,31022
0,0,75,0,0,1/1/1972,0.35,83215
0,0,130,0,0,8/2/1984,0.001097,469172
0,0,104,6,16,10/5/2012,0.962442,127901
0,18,88,6,5,6/29/2007,0.186225,45360
0,0,85,5.2,34,11/14/2011,14.950975,132923
0,5750,106,5.3,35,11/29/2012,8.73819,138376
0,0,97,7,1,1/1/1999,0.448833,135545
0,0,100,5.5,36,11/6/2006,2.156849,4171
0,0,110,3.8,8,8/1/2009,0.843295,48742
0,0,86,5.3,38,10/12/2012,6.532164,115276
0,0,128,6.3,8,5/4/2003,0.981883,143247
0,0,90,6,3,5/1/2011,0.400975,92662
0,0,88,6.2,10,4/16/2011,0.457497,74549
0,0,65,0,0,7/15/1933,0.064785,44668
0,0,84,6.5,8,5/3/2011,1.778183,135678
20000000,47241945,92,5.3,475,1/3/2013,7.214828,76617
0,0,88,4.3,11,3/15/2013,1.686305,170178
0,0,72,4.5,5,11/28/2012,0.340973,135200
60000000,105200903,113,6.2,1805,1/10/2013,8.581558,82682
13650000,0,125,5.1,30,12/21/2012,4.704351,147405
0,0,92,5,21,5/18/2006,2.827337,22066
0,0,89,10,1,9/28/2001,0.040854,46016
0,0,99,5.3,3,1/1/2002,0.407244,26467
0,0,81,3.3,10,9/7/1984,1.650324,46500
0,19633027,121,5.9,261,9/6/2012,5.367502,87496
0,0,97,4,19,10/1/2011,7.453375,90122
12000000,2521,90,5.2,69,3/2/2012,11.52128,98339
10000,0,96,5.9,4,6/13/2011,0.157802,39458
20000000,1969193,105,6.4,368,9/1/2012,13.132127,68812
0,0,110,6.8,12,9/10/2010,4.200146,46953
0,0,83,4.1,5,1/1/1987,0.02158,86632
0,0,90,3,4,1/9/1998,0.156926,92681
0,0,98,5,1,1/22/2010,0.043862,79528
0,0,62,7.8,94,10/5/2012,3.974088,147538
0,0,100,4.2,11,1/1/2007,1.78277,19844
2500000,60141683,86,5.4,523,1/11/2013,6.531373,139038
0,0,104,5.7,31,6/30/2010,7.951137,66193
0,0,204,4,2,4/26/1998,0.173855,60917
0,0,110,6.8,26,9/9/2011,1.477577,85533
0,0,145,5,1,4/20/2012,0.04619,140668
0,0,105,6.2,12,4/20/2010,2.203307,38138
0,0,88,6.3,6,3/20/2011,0.540795,114994
0,0,0,7.2,9,9/26/2012,1.198442,99877
0,0,100,7.5,22,11/28/2012,2.449115,97610
3500000,0,78,7.9,426,1/18/2013,12.576611,142061
0,0,85,3.9,4,3/4/1984,1.35099,124167
0,124919,150,7.2,54,9/12/2012,4.750814,103740
0,0,96,5.7,23,7/16/2011,2.004607,115223
0,0,96,5.8,32,7/16/2011,2.531439,88557
0,0,85,6.4,7,2/16/2010,0.589383,63146
0,0,106,6.5,12,5/17/2009,1.812246,53445
0,0,18,8.2,13,10/26/1965,0.467637,100592
0,0,87,6.2,7,9/11/2011,0.254136,93087
0,0,100,6.8,43,2/13/2012,9.313199,102000
0,0,106,7.6,23,11/16/2012,1.442038,124074
0,0,98,7.1,25,10/5/2012,1.99456,135921
0,0,104,3.3,3,12/28/1977,0.737559,41604
0,0,76,3.3,2,1/6/2012,0.681778,105538
0,0,93,5.2,6,2/14/1973,0.527295,33331
0,0,87,6.5,33,2/20/2005,3.557141,31046
0,0,87,6.9,31,4/30/2006,6.490445,30347
0,0,88,6.8,22,5/22/2007,2.908563,26114
0,0,0,4.1,6,10/17/2011,1.09906,106541
0,0,87,6.3,22,5/9/2010,6.171229,43263
0,0,90,6.1,18,5/21/2011,2.623682,59238
0,0,87,6.5,16,5/19/2012,1.870355,110148
0,0,86,7,14,9/21/2012,0.598646,82639
54166,0,110,6.7,3,10/5/2007,0.312837,79983
0,0,90,8,4,9/5/2008,0.262837,29630
0,0,90,0,0,1/17/1993,0.154434,128644
0,0,84,4.8,6,2/22/2008,0.28763,14078
0,2293798,111,6.5,34,10/8/2012,5.337351,134673
0,0,124,5.3,14,1/1/2005,1.946581,32168
30000000,0,107,5.7,1282,1/12/2013,10.691321,76640
15000000,146497771,100,6,1452,1/17/2013,16.018525,132232
0,0,90,5.4,12,8/29/2008,1.351956,15932
100000,444098,96,6.5,277,4/5/2013,8.003815,145197
0,0,82,0,0,12/16/1932,0.05971,152570
0,0,104,8,1,5/16/2012,0.085536,105676
0,0,97,7.4,11,10/1/2009,0.727515,66720
0,0,82,5,1,7/31/2011,0.129056,91552
3000000,0,101,4.5,32,1/1/2012,2.438754,100183
0,0,75,0,0,7/2/1990,0,458961
0,0,75,5,7,10/13/1973,0.64384,84834
0,0,47,7.3,3,11/2/2002,0.248556,162678
56000000,19701164,109,5.7,601,1/18/2013,12.136158,98357
0,26042,90,5.4,4,4/24/2009,0.307601,23976
0,0,127,6.6,4,1/1/1955,0.142747,47713
0,0,133,6.7,51,2/2/2012,5.765418,89501
0,1005700,89,6.4,79,9/7/2012,10.463908,121872
0,0,116,1,1,8/11/2002,0.478751,70404
0,0,106,7.5,43,1/1/2012,2.629961,84309
0,0,95,7.3,4,9/2/2011,0.326654,85543
6300000,419953,101,5.7,84,2/12/2012,4.38806,84336
0,0,76,5.1,54,2/16/2012,2.775518,53567
0,0,86,6,84,4/12/2013,3.54286,114779
0,0,101,5.7,5,10/26/1966,0.3214,52480
0,0,94,5,2,11/19/1969,0.140017,84839
0,0,61,8,1,12/22/1957,0.197931,97353
0,0,102,4.9,4,8/15/1999,0.617385,102947
0,0,78,0,0,1/21/2011,0.028745,98551
0,0,91,3.8,46,3/10/2011,7.987112,59197
0,0,87,8.1,7,3/3/2012,0.404706,131220
0,0,92,3.2,9,4/15/2007,0.696757,28101
0,0,101,5.4,25,2/25/2012,6.651607,84290
0,0,88,8.2,6,9/7/2012,0.790239,90603
0,0,78,6.5,30,9/8/2011,1.904093,83443
0,0,111,7.4,14,10/18/2012,1.434624,137285
0,0,101,6.6,7,10/12/2012,1.50978,83588
0,0,101,6,2,11/29/2001,0.370335,72317
0,0,82,4.9,10,4/1/1957,1.248369,71768
0,0,240,8.6,4,2/16/2011,0.15962,62403
0,0,85,6.6,26,6/21/2011,1.509963,68178
0,0,0,0,0,,0,367678
0,0,125,6.7,7,8/10/2012,1.134888,84328
0,0,84,7.6,7,1/21/1918,0.310636,70753
0,0,91,4.5,25,1/6/2010,1.898197,53861
3550000,48000000,124,8,56,5/4/2011,2.700233,77117
25500000,0,137,7.6,75,12/21/2011,5.74216,94047
0,306724,84,5.9,173,3/7/2012,5.691572,85872
0,0,91,7.5,6,10/22/2010,0.988841,47863
0,0,75,6.9,7,12/28/2012,0.359806,159203
0,0,83,4.2,28,1/17/2011,1.754538,54075
0,0,104,6.7,11,10/9/1997,2.396191,26005
0,0,95,6,3,3/1/1976,0.280284,43753
0,0,107,5.1,4,4/4/1960,0.409878,121455
6000000,32438988,90,4.5,816,1/1/2013,10.895427,87818
0,0,47,8,6,6/16/1992,0.071884,118424
1300000,0,96,6,29,5/31/1994,1.939337,24925
0,0,84,7,2,6/10/1943,0.240743,100747
6500000,0,105,5.3,231,1/4/2013,8.531668,156717
0,0,77,7,2,5/1/2007,0.145271,171859
0,0,64,7.8,6,1/1/1972,0.008267,124414
0,0,84,5,1,4/20/2012,0.085868,81634
0,0,108,0,0,2/12/1997,0.021472,160989
0,0,136,7.2,33,9/7/2012,1.556451,128190
35000000,46216641,118,5.7,1467,1/23/2013,13.963892,119283
0,0,104,3.2,5,4/6/2012,0.234034,94356
0,2802459,118,6.9,45,9/4/2011,2.711041,91186
0,0,80,6.2,3,10/6/2010,0.112839,79404
0,8326,89,5.8,16,3/1/2013,1.346317,84191
0,0,140,8.1,7,2/1/1994,0.39262,118557
0,0,106,5,1,5/1/1993,0.082589,288151
19000,0,83,6.4,11,4/1/2011,0.720345,83125
0,0,80,8.5,2,8/10/2012,0.177082,76686
0,61782,88,6.2,187,11/30/2012,9.921876,117974
0,0,102,5.7,6,4/18/2009,0.511507,28830
50000000,224803475,88,5.7,3290,1/17/2013,10.337211,60304
0,0,58,7.5,12,1/12/1950,1.006239,20088
0,0,0,7,2,1/1/2010,0.076587,103667
400000,0,90,5.5,65,5/21/2012,4.611972,109520
0,0,117,7,30,1/1/1964,4.004188,44450
0,0,91,3.5,27,1/1/2010,1.010072,39750
13400000,16700000,100,4.7,7,12/29/2010,1.223071,70829
0,0,90,5,1,5/11/2012,0.056598,106591
0,0,103,6.6,51,11/9/2012,4.77863,91679
0,0,103,7.2,6,9/14/2012,0.802144,129728
0,0,58,8,1,11/28/2012,0.055453,215012
0,0,94,0,0,3/11/1991,0.430963,109475
0,0,60,7.8,19,10/30/2012,1.50968,146837
0,0,239,7.8,6,10/14/2007,2.231719,31147
0,0,84,5.4,12,12/3/2004,0.825885,14614
0,0,0,0,0,11/20/2007,0.014339,41863
0,0,89,5.6,27,3/12/1972,1.880834,19336
0,0,150,3.5,5,2/16/2003,1.62656,24105
0,0,106,6,1,8/24/2012,0.356391,111949
0,0,60,7,1,3/30/2012,0.07686,105678
0,0,88,5.3,42,8/17/2012,3.291884,118677
0,0,82,6.3,5,2/4/1966,0.285177,74397
0,0,119,5,1,11/2/1966,0.353365,91422
0,0,114,6.4,38,11/3/2010,2.03027,51071
0,0,104,6,2,10/31/1938,0.452745,76848
6500000,2401510,116,6.5,308,5/31/2013,6.53667,87499
0,0,79,8.5,10,11/16/2012,1.330991,144680
0,0,82,6,11,7/1/2009,1.550234,36628
0,0,90,4.9,10,2/1/1974,0.978228,42452
0,0,100,4.8,6,6/30/2010,0.511214,50006
0,0,90,6.3,4,9/1/1976,0.78247,33301
0,0,88,6.4,7,1/1/1977,0.883532,50076
0,0,91,5.8,3,5/12/2005,0.245309,126300
0,0,94,6.3,7,12/14/2012,1.502637,138574
0,0,100,6.3,4,2/13/2012,0.442906,114962
0,0,0,0,0,9/23/2011,0.007563,172003
0,0,91,5,1,1/1/1965,0.060528,131434
0,0,118,7,21,1/1/2011,1.093847,56919
0,279735,104,7.1,67,9/21/2012,4.048978,127864
0,0,97,6.5,6,5/14/2011,1.151359,82520
0,0,110,7,46,2/14/2012,2.437961,93858
0,14056,96,4.7,3,9/21/2012,0.182227,127505
900000,25000,97,6.8,6,9/11/2011,0.489328,89750
0,44689,77,5.9,6,7/13/2012,1.347578,114562
0,0,,7.5,2,4/5/1993,0.581963,334317
0,0,98,5.3,7,3/4/1976,9.95301,281007
1400000,0,85,7,4,9/26/2010,1.038676,57436
0,0,95,7,8,5/13/2009,0.375059,39936
60000000,8106475,104,6.2,1094,9/27/2012,7.37535,58244
0,0,95,5.7,85,11/24/2012,6.301471,162145
0,0,75,7.2,63,1/1/1983,4.705283,18912
0,0,91,6.9,5,1/1/1962,0.397274,33735
0,0,71,3,1,1/1/2010,0.051973,93715
0,0,88,5,6,8/31/2006,0.609931,36931
0,0,0,6,1,1/1/2006,0.936104,271504
4000000,0,98,5.9,108,8/27/2012,7.379497,81446
0,134634,94,5.8,17,1/18/2013,0.829262,83890
0,0,95,5.9,327,1/31/2013,5.75637,121824
0,0,92,5.4,39,6/6/2012,2.847953,70793
0,0,63,5,1,1/1/1961,0.046175,257604
0,0,130,9.8,4,1/1/1969,0.290017,123648
0,0,91,5,1,9/18/2007,0.039349,125541
0,0,138,6.7,39,6/17/2010,1.971658,45316
0,0,96,4.3,2,8/25/1998,0.496541,20302
0,0,90,7.1,43,12/10/2004,6.400496,34843
0,2341226,118,7,132,8/7/2012,5.97966,110398
0,0,96,4.5,4,6/7/2013,0.748977,142650
0,0,103,7.3,379,5/25/2012,5.348025,90369
0,0,101,5.6,177,2/1/2013,8.61296,150202
100,0,109,9,1,6/19/2010,0.203511,97724
0,0,97,6.3,248,2/13/2008,8.156555,13648
0,0,90,7.2,8,2/11/2012,0.878152,133823
0,0,98,7.7,7,2/21/1950,0.32287,40767
0,0,91,6.7,3,9/11/2009,0.155356,33786
0,0,88,6.2,6,4/1/2009,0.489634,78128
30000000,63372757,106,6.4,1340,2/7/2013,11.645847,109421
0,884100,148,5.4,15,10/26/2012,8.00411,121598
7500000,0,164,5.9,7,2/1/2013,0.63504,147815
35000000,173965010,111,5.6,1667,2/7/2013,7.321172,109431
0,0,110,6.3,3,8/18/2007,1.244581,24578
0,0,96,1,1,1/1/2007,0.038962,257176
0,21660,123,4.7,175,6/28/2013,5.839324,87436
0,0,93,6.4,7,2/7/2013,0.367875,178806
0,0,95,7,8,6/28/1997,0.596908,36244
0,0,96,7,1,3/19/1971,0.018017,270002
0,0,100,6.3,186,9/25/2012,16.532373,133121
0,0,90,6,2,1/1/1978,0.015022,47219
0,0,93,7.8,4,8/20/2004,1.018864,177155
0,0,75,4.3,4,3/1/2010,0.445468,51590
0,0,100,4.6,4,3/26/1961,0.182979,207655
0,0,85,4.7,13,12/1/2007,1.299664,13946
0,0,106,6.7,54,9/15/2010,3.468202,60011
0,0,101,6.5,39,7/9/2012,3.271813,127918
0,0,86,4.2,28,11/15/2012,3.042514,124461
0,0,108,7.1,104,8/2/2012,6.468915,121835
1800000,0,118,6.9,13,1/31/2013,1.888935,167179
0,0,93,6.1,4,10/6/2012,0.172538,136553
0,0,102,0,0,2/13/1976,4.20E-05,119010
0,0,45,0,0,2/15/2009,0.006847,67701
10000000,0,90,4,54,5/26/2009,3.446155,17577
13000000,0,98,4.8,40,11/27/2010,4.145285,46541
0,0,90,0,0,6/13/1970,2.00E-06,59005
0,0,107,3.8,3,3/19/1969,0.378399,131799
0,0,104,0,0,10/16/1968,0.480577,233204
48000000,0,120,6,266,12/20/2012,11.02591,98567
0,0,83,6,6,2/6/2013,1.081515,161303
0,1697294,93,6.5,66,9/15/2012,4.11326,127370
60000000,60052138,124,5.6,1017,2/13/2013,20.485203,109491
0,0,90,6.7,3,12/16/1972,0.441099,53031
0,0,97,5.8,5,10/26/1951,1.189812,115834
0,0,94,6.9,15,2/11/2011,1.736752,64335
0,0,100,4.9,10,10/22/2010,1.334026,44946
92000000,304654182,98,5.2,3519,2/6/2013,12.471865,47964
0,0,100,6,1,9/14/1962,0.050135,103205
0,0,117,5,10,1/17/2003,0.96798,37348
13000000,48065672,93,5.7,748,3/1/2013,11.29356,107811
0,0,29,7.4,30,1/1/1979,2.414009,36079
0,0,20,8.3,21,1/1/1963,1.911168,44065
0,0,4,6.1,23,1/1/1963,1.440641,97514
0,0,90,6.1,40,2/17/2012,2.6341,98205
0,0,90,6.6,7,3/11/2012,1.749649,130750
0,0,87,5,1,3/11/1987,0.016318,123398
28000000,97594140,115,6.9,840,2/7/2013,7.598422,112949
4000000,911466,96,5.1,45,9/9/2011,9.921433,85545
0,0,54,0,0,12/26/2005,0.005173,288430
348164,0,88,5.5,20,11/4/2012,2.978835,160220
0,0,392,8.3,46,10/26/2011,3.80163,134481
1000000,444575,115,7.5,213,8/31/2012,6.373118,123678
0,0,79,7,1,7/12/1932,1.221611,144465
0,0,119,6.4,9,9/8/2000,0.834103,46226
0,0,89,3.9,6,2/11/2011,0.726197,56991
0,0,88,7.6,8,3/1/2011,0.584342,58891
0,0,90,5.7,3,1/18/2000,0.149997,70051
0,0,99,5.3,13,2/12/1971,2.002281,53657
0,0,106,0,0,7/27/1970,0.002709,158262
11500000,1402307,114,5.1,139,10/4/2012,12.887287,122857
0,0,102,6.2,212,10/26/2012,6.154844,84330
0,0,7,4.9,14,12/31/1960,0.693517,141419
0,0,85,4.7,3,10/23/2009,2.194163,34061
0,0,44,4,1,11/18/2006,0.063139,39536
0,0,72,8,1,4/1/1933,0.273441,126122
0,0,79,8,3,10/23/2012,0.131653,180705
86,0,86,0,0,1/21/2011,0.007595,163845
40000000,74597643,89,5.7,337,2/14/2013,11.617481,68179
700000,0,101,1,1,2/15/2013,0.341101,161187
0,0,42,7.2,5,4/4/2006,0.184999,44220
200,0,131,6.1,74,2/25/2011,3.648268,58235
0,0,100,2,1,5/7/1966,0.790439,241568
0,0,105,0,0,1/10/1972,0.000413,359353
0,0,0,7.3,4,7/18/2006,0.208295,311998
0,0,81,0,0,1/1/2005,0.002374,74935
0,0,95,4.9,7,3/19/1997,0.541054,61382
0,0,70,7,1,3/11/2011,0.045428,60993
3000000,11176469,108,7.3,583,4/5/2013,11.30324,132344
0,366377,90,5.3,149,9/9/2011,13.869345,89008
0,0,95,7.5,2,1/12/2012,0.18349,103161
0,0,98,5,2,1/17/1973,0.199618,59912
0,0,91,4,11,10/14/2001,1.372241,38510
0,0,90,7.5,5,1/31/2009,0.225251,55204
0,0,140,5,15,9/21/2012,1.015355,134215
0,0,89,5.6,139,7/21/2012,13.357011,114478
0,0,29,7.4,18,4/10/1974,1.303516,36096
0,0,76,5.3,28,9/28/2012,2.060217,136080
35000000,42930462,112,5.8,1155,2/21/2013,13.542675,134411
0,0,95,3.5,2,3/15/1968,0.101017,257716
0,0,98,5,1,10/3/1969,0.108482,55167
0,0,90,6.3,16,6/21/2007,1.225718,37984
0,34664,82,7,123,2/8/2013,4.02059,50275
0,0,88,6,4,7/7/2013,0.465373,205864
2,0,93,9,1,8/29/2008,0.051896,70546
3500000,25174316,97,6.1,668,2/21/2013,26.972326,145135
0,0,101,6.5,11,3/10/2002,1.131639,13442
0,0,133,7,1,12/29/2005,0.218156,155941
0,0,91,6.3,4,4/24/2008,0.704886,73293
0,0,75,5,1,1/28/2011,0.053798,99480
0,0,102,5.8,6,9/26/2012,0.805203,133783
300000,2750275,88,7,113,7/3/2012,7.90622,130739
0,0,110,6.8,95,2/1/2013,10.506004,170657
0,0,60,8,1,1/1/2010,0.175871,156937
0,0,52,8,5,1/1/2004,1.017042,14591
0,0,89,4,6,11/15/2002,0.509197,56744
4000000,0,90,5.3,42,12/13/1990,2.412356,28090
0,0,95,5.5,2,3/25/1997,0.722797,236035
0,0,12,7.3,12,4/7/1958,0.406711,128682
0,0,54,6.7,13,5/9/1913,0.791727,56508
0,0,32,7.1,12,1/1/1971,0.497952,126132
0,0,55,2.5,2,4/15/1999,0.383446,159480
0,0,115,6.9,5,6/12/2006,1.110539,24479
0,0,53,7.7,3,6/23/2004,0.152869,203329
0,0,84,6.4,6,11/12/1962,0.265256,67556
0,0,92,5.9,9,2/19/1965,0.591262,90228
0,0,64,6.3,4,2/25/1966,0.436688,143796
195000000,197687603,114,5.5,2634,2/27/2013,11.606061,81005
0,0,100,5,1,11/24/2011,0.170936,85502
5000000,15179302,88,4.4,204,2/28/2013,5.874458,146203
0,21350,100,9.5,1,10/21/1998,0.358968,103162
0,0,93,4.9,5,3/25/1959,0.229034,86244
0,0,118,5.5,70,9/10/2010,3.497322,53399
0,1347747,98,7.2,125,8/31/2012,5.451273,129112
0,0,113,6.6,9,10/1/2010,0.382647,59255
0,0,34,7.1,24,10/5/1949,1.192956,43650
130000000,371876278,110,5.4,3045,3/26/2013,10.560608,72559
0,0,107,6.8,48,7/29/2011,5.96317,71325
0,0,100,3.5,12,10/20/2006,1.052711,74052
12000000,12077441,99,6.5,895,2/28/2013,7.222816,86825
10000000,1034589,99,5.5,120,1/3/2013,6.651567,152259
0,0,92,5.5,4,4/19/1998,0.471,139244
0,0,87,6,3,3/21/1969,0.302462,138906
0,0,106,7.4,90,1/18/2013,4.290209,157117
200000000,491868548,130,5.7,3576,3/7/2013,11.137329,68728
0,0,95,4.9,25,2/15/2006,2.692438,9834
0,594947,82,6.3,8,8/12/1978,1.398033,28485
0,0,75,5.1,12,3/25/2008,1.789882,14850
0,0,0,0,0,10/24/2007,0.01696,82866
